name,score,subtitle,reviewUploadedAt,address,city,state,lat,lng,reviewUrl,directionsUrl,sourceType,confidence,notes,slug,thumbnailFilename,thumbnailPath,videoFilename,videoPath,status
Boba Burger,8.6,Phil ate the Seoul Burger.,2023-10-04,8530 Waukegan Rd,Morton Grove,IL,42.0368246,-87.7999438,https://www.instagram.com/reel/Cx-eRgDOBKt/,https://www.google.com/maps/dir/?api=1&destination=8530%20Waukegan%20Rd%2C%20Morton%20Grove%2C%20IL%2060053%2C%20USA,structured-data,high,,boba-burger,boba-burger.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/boba-burger.jpg,boba-burger.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/boba-burger.mp4,success
Big Ange's Eatery,8.7,Phil ate the Prime Brisket Sandwich.,2023-10-06,640 W Northwest Hwy,Arlington Heights,IL,42.0881431,-87.991468,https://www.instagram.com/reel/CyDnjapuiaP/,https://www.google.com/maps/dir/?api=1&destination=640%20W%20Northwest%20Hwy%2C%20Arlington%20Heights%2C%20IL%2060004%2C%20USA,structured-data,high,,big-anges-eatery,big-anges-eatery.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/big-anges-eatery.jpg,big-anges-eatery.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/big-anges-eatery.mp4,success
Aloha Wagon,8,Phil ate the Loco Moco plate.,2023-10-09,2023 S Western Ave,Chicago,IL,41.8540455,-87.6854852,https://www.instagram.com/reel/CyLV4xvO2yg/,https://www.google.com/maps/dir/?api=1&destination=2023%20S%20Western%20Ave%2C%20Chicago%2C%20IL%2060608%2C%20USA,structured-data,high,,aloha-wagon,aloha-wagon.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/aloha-wagon.jpg,aloha-wagon.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/aloha-wagon.mp4,success
Johnnie's Beef,9.3,Phil ate the Italian Beef.,2023-10-11,7500 W North Ave,Elmwood Park,IL,41.9089952,-87.8133099,https://www.instagram.com/reel/CyQfki0umhB/,https://www.google.com/maps/dir/?api=1&destination=7500%20W%20North%20Ave%2C%20Elmwood%20Park%2C%20IL%2060707%2C%20USA,structured-data,high,,johnnies-beef,johnnies-beef.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/johnnies-beef.jpg,johnnies-beef.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/johnnies-beef.mp4,success
Marco Roma,7.8,Phil ate the Chicken Parmesan Sandy.,2023-10-13,14 Green Bay Rd,Winnetka,IL,42.0911948,-87.7216766,https://www.instagram.com/reel/CyVpNehu4Z3/,https://www.google.com/maps/dir/?api=1&destination=14%20Green%20Bay%20Rd%2C%20Winnetka%2C%20IL%2060093%2C%20USA,structured-data,high,,marco-roma,marco-roma.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/marco-roma.jpg,marco-roma.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/marco-roma.mp4,success
Felicia's Deli,8.4,Phil ate the Beast Sub.,2023-10-18,664 Meacham Rd,Elk Grove Village,IL,42.0057442,-88.0466624,https://www.instagram.com/reel/CyihTFjOd7Q/,https://www.google.com/maps/dir/?api=1&destination=664%20Meacham%20Rd%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,felicias-deli,felicias-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/felicias-deli.jpg,felicias-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/felicias-deli.mp4,success
Taco Boom,7.7,Phil ate the Quesabirria tacos.,2023-10-20,5116 N Lincoln Ave,Chicago,IL,41.9745636,-87.6924804,https://www.instagram.com/reel/Cynq09hOq3_/,https://www.google.com/maps/dir/?api=1&destination=5116%20N%20Lincoln%20Ave%2C%20Chicago%2C%20IL%2060625%2C%20USA,structured-data,high,,taco-boom,taco-boom.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/taco-boom.jpg,taco-boom.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/taco-boom.mp4,success
Pizza Bella,8.2,Phil ate the Pepperoni detroit style pizza.,2023-10-23,16 N Brockway St,Palatine,IL,42.1108226,-88.0464714,https://www.instagram.com/reel/CyvZjIUugqm/,https://www.google.com/maps/dir/?api=1&destination=16%20N%20Brockway%20St%2C%20Palatine%2C%20IL%2060067%2C%20USA,structured-data,high,,pizza-bella,pizza-bella.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pizza-bella.jpg,pizza-bella.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pizza-bella.mp4,success
Student Burger,7.5,Phil ate the Philly Cheesesteak Sandy.,2023-10-25,2110 Army Trail Rd,Addison,IL,41.9332944,-88.0430774,https://www.instagram.com/reel/Cy0i9gZLPaD/,https://www.google.com/maps/dir/?api=1&destination=2110%20Army%20Trail%20Rd%2C%20Addison%2C%20IL%2060101%2C%20USA,structured-data,high,,student-burger,student-burger.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/student-burger.jpg,student-burger.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/student-burger.mp4,success
Chi Tea,8.3,Phil ate the Chi Tea Classic Burger.,2023-10-27,602 W Wise Rd,Schaumburg,IL,42.0053852,-88.0947647,https://www.instagram.com/reel/Cy5sdQ_rMYR/,https://www.google.com/maps/dir/?api=1&destination=602%20W%20Wise%20Rd%2C%20Schaumburg%2C%20IL%2060193%2C%20USA,structured-data,high,,chi-tea,chi-tea.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/chi-tea.jpg,chi-tea.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/chi-tea.mp4,success
Nonna's,8.6,Phil ate the Chicken Parmesan Sandy.,2023-10-30,925 W Randolph St,Chicago,IL,41.884046,-87.6508054,https://www.instagram.com/reel/CzBa9xyLjzQ/,https://www.google.com/maps/dir/?api=1&destination=925%20W%20Randolph%20St%2C%20Chicago%2C%20IL%2060607%2C%20USA,structured-data,high,,nonnas,nonnas.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/nonnas.jpg,nonnas.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/nonnas.mp4,success
Fry Chicken n Fries,8.1,Phil ate the Chicken Tenders.,2023-11-01,8439 W Golf Rd,Niles,IL,42.0541765,-87.8367617,https://www.instagram.com/reel/CzGjJbcr8En/,https://www.google.com/maps/dir/?api=1&destination=8439%20W%20Golf%20Rd%2C%20Niles%2C%20IL%2060714%2C%20USA,structured-data,high,,fry-chicken-n-fries,fry-chicken-n-fries.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/fry-chicken-n-fries.jpg,fry-chicken-n-fries.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/fry-chicken-n-fries.mp4,success
Schmaltz Deli,8.2,Phil ate The Sloppy Paul sandy.,2023-11-03,3011 Ogden Ave,Lisle,IL,41.7960768,-88.11089779999999,https://www.instagram.com/reel/CzLuHo_LRFV/,https://www.google.com/maps/dir/?api=1&destination=3011%20Ogden%20Ave%2C%20Lisle%2C%20IL%2060532%2C%20USA,structured-data,high,,schmaltz-deli,schmaltz-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/schmaltz-deli.jpg,schmaltz-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/schmaltz-deli.mp4,success
Byrds Hot Chicken,7.9,Phil ate the Hot Chicken Sandy.,2023-11-06,925 Roselle Rd,Schaumburg,IL,42.01036490000001,-88.0796197,https://www.instagram.com/reel/CzThaCxrwsR/,https://www.google.com/maps/dir/?api=1&destination=925%20Roselle%20Rd%2C%20Schaumburg%2C%20IL%2060193%2C%20USA,structured-data,high,,byrds-hot-chicken,byrds-hot-chicken.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/byrds-hot-chicken.jpg,byrds-hot-chicken.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/byrds-hot-chicken.mp4,success
Savory Crust,8.8,Phil ate the Empanadas. (Philly & Argentinian),2023-11-08,7180 Dempster St,Morton Grove,IL,42.0414672,-87.8057912,https://www.instagram.com/reel/CzYrEaBL5sl/,https://www.google.com/maps/dir/?api=1&destination=7180%20Dempster%20St%2C%20Morton%20Grove%2C%20IL%2060053%2C%20USA,structured-data,high,,savory-crust,savory-crust.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/savory-crust.jpg,savory-crust.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/savory-crust.mp4,success
Scatchell's Beef,9.1,Phil ate the Italian Beef.,2023-11-10,4700 W Cermak Rd,Cicero,IL,41.8516491,-87.7421237,https://www.instagram.com/reel/Czd17XWr-J1/,https://www.google.com/maps/dir/?api=1&destination=4700%20W%20Cermak%20Rd%2C%20Cicero%2C%20IL%2060804%2C%20USA,structured-data,high,,scatchells-beef,scatchells-beef.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/scatchells-beef.jpg,scatchells-beef.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/scatchells-beef.mp4,success
La Birria Loca,8.5,Phil ate the Birria Quesadilla.,2023-11-13,27W570 High Lake Rd,Winfield,IL,41.8714088,-88.16022869999999,https://www.instagram.com/reel/CzlkumurPq-/,https://www.google.com/maps/dir/?api=1&destination=27W570%20High%20Lake%20Rd%2C%20Winfield%2C%20IL%2060190%2C%20USA,structured-data,high,,la-birria-loca,la-birria-loca.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/la-birria-loca.jpg,la-birria-loca.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/la-birria-loca.mp4,success
Culinary Gangster,8.3,Phil ate the Spicy Gangster Burger.,2023-11-15,1216 Waukegan Rd,Glenview,IL,42.0766096,-87.7991004,https://www.instagram.com/reel/CzquH3fLXkW/,https://www.google.com/maps/dir/?api=1&destination=1216%20Waukegan%20Rd%2C%20Glenview%2C%20IL%2060025%2C%20USA,structured-data,high,,culinary-gangster,culinary-gangster.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/culinary-gangster.jpg,culinary-gangster.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/culinary-gangster.mp4,success
Nu Crepes,9,Phil ate the Inside Out Boy Crepe.,2023-11-17,115 W Schiller Ct,Elmhurst,IL,41.9010898,-87.94068089999999,https://www.instagram.com/reel/Czv4HMgLNHy/,https://www.google.com/maps/dir/?api=1&destination=115%20W%20Schiller%20Ct%2C%20Elmhurst%2C%20IL%2060126%2C%20USA,structured-data,high,,nu-crepes,nu-crepes.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/nu-crepes.jpg,nu-crepes.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/nu-crepes.mp4,success
One Taco Dos Tequila's,8.4,Phil ate the Lomo Burrito.,2023-11-22,375 W Northwest Hwy,Palatine,IL,42.1227415,-88.05346,https://www.instagram.com/reel/Cz8wXYBO_6d/,https://www.google.com/maps/dir/?api=1&destination=375%20W%20Northwest%20Hwy%2C%20Palatine%2C%20IL%2060067%2C%20USA,structured-data,high,,one-taco-dos-tequilas,one-taco-dos-tequilas.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/one-taco-dos-tequilas.jpg,one-taco-dos-tequilas.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/one-taco-dos-tequilas.mp4,success
Apolis Greek Street Food,8.6,Phil ate the Skepasti Greek Quesadilla.,2023-11-24,1109 Maple Ave,Lisle,IL,41.7860863,-88.0730899,https://www.instagram.com/reel/C0B5SFZL4uA/,https://www.google.com/maps/dir/?api=1&destination=1109%20Maple%20Ave%2C%20Lisle%2C%20IL%2060532%2C%20USA,structured-data,high,,apolis-greek-street-food,apolis-greek-street-food.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/apolis-greek-street-food.jpg,apolis-greek-street-food.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/apolis-greek-street-food.mp4,success
Pinoy Grill,8.2,Phil ate the Chicken Adobo Plate & the Dinuguan.,2023-11-27,2324 E Rand Rd,Arlington Heights,IL,42.0962258,-87.95474,https://www.instagram.com/reel/C0Jn56dODcK/,https://www.google.com/maps/dir/?api=1&destination=2324%20E%20Rand%20Rd%2C%20Arlington%20Heights%2C%20IL%2060004%2C%20USA,structured-data,high,,pinoy-grill,pinoy-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pinoy-grill.jpg,pinoy-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pinoy-grill.mp4,success
Maz Mez Grill,7.7,Phil ate the Chicken Schawarma Wrap.,2023-11-29,642 Meacham Rd,Elk Grove Village,IL,42.0062713,-88.046949,https://www.instagram.com/reel/C0OxM09OP4t/,https://www.google.com/maps/dir/?api=1&destination=642%20Meacham%20Rd%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,maz-mez-grill,maz-mez-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/maz-mez-grill.jpg,maz-mez-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/maz-mez-grill.mp4,success
Chicago Pickle Eatery,7.9,Phil ate the NY Chopped Cheese.,2023-12-04,3055 N Milwaukee Ave,Chicago,IL,41.9367787,-87.7197437,https://www.instagram.com/reel/C0bpVzkuEuK/,https://www.google.com/maps/dir/?api=1&destination=3055%20N%20Milwaukee%20Ave%2C%20Chicago%2C%20IL%2060618%2C%20USA,structured-data,high,,chicago-pickle-eatery,chicago-pickle-eatery.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/chicago-pickle-eatery.jpg,chicago-pickle-eatery.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/chicago-pickle-eatery.mp4,success
Priscilla's Ultimate Soul Food,8.2,Phil ate the Fried Chicken Plate.,2023-12-06,4330 Roosevelt Rd,Hillside,IL,41.8632312,-87.8908428,https://www.instagram.com/reels/C0gzKBBu_tR/,https://www.google.com/maps/dir/?api=1&destination=4330%20Roosevelt%20Rd%2C%20Hillside%2C%20IL%2060162%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,priscillas-ultimate-soul-food,priscillas-ultimate-soul-food.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/priscillas-ultimate-soul-food.jpg,priscillas-ultimate-soul-food.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/priscillas-ultimate-soul-food.mp4,success
Pizza Pavia,8.4,Phil ate the Chicken Parm Pizza.,2023-12-08,6 N Elmhurst Rd,Prospect Heights,IL,42.0960596,-87.9372717,https://www.instagram.com/reel/C0l8hDHrWhL/,https://www.google.com/maps/dir/?api=1&destination=6%20N%20Elmhurst%20Rd%2C%20Prospect%20Heights%2C%20IL%2060070%2C%20USA,structured-data,high,,pizza-pavia,pizza-pavia.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pizza-pavia.jpg,pizza-pavia.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pizza-pavia.mp4,success
Jay's Beef,8.1,Phil ate the Italian Beef.,2023-12-11,4418 N Narragansett Ave,Chicago,IL,41.9607272,-87.78720849999999,https://www.instagram.com/reel/C0tq_a4LMQk/,https://www.google.com/maps/dir/?api=1&destination=4418%20N%20Narragansett%20Ave%2C%20Chicago%2C%20IL%2060706%2C%20USA,structured-data,high,,jays-beef,jays-beef.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/jays-beef.jpg,jays-beef.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/jays-beef.mp4,success
Capri Deli,8.5,Phil ate the Capri Special on Focaccia Bread.,2023-12-13,1625 Rand Rd,Palatine,IL,42.1400593,-88.0223087,https://www.instagram.com/reel/C0y0q_jr6VI/,https://www.google.com/maps/dir/?api=1&destination=1625%20Rand%20Rd%2C%20Palatine%2C%20IL%2060074%2C%20USA,structured-data,high,,capri-deli,capri-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/capri-deli.jpg,capri-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/capri-deli.mp4,success
Vasco's Peri Peri,7.7,Phil ate a Tandoori Chicken Burger.,2023-12-15,927 S Roselle Rd,Schaumburg,IL,42.01037059999999,-88.0789344,https://www.instagram.com/reel/C03-IF7LQai/,https://www.google.com/maps/dir/?api=1&destination=927%20S%20Roselle%20Rd%2C%20Schaumburg%2C%20IL%2060193%2C%20USA,structured-data,high,,vascos-peri-peri,vascos-peri-peri.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/vascos-peri-peri.jpg,vascos-peri-peri.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/vascos-peri-peri.mp4,success
Mima's Taste of Cuba,8.5,Phil ate the Cubano Jibarito.,2023-12-18,2925 W Irving Park Rd,Chicago,IL,41.9537207,-87.7017089,https://www.instagram.com/reel/C0_sI7JLwmr/,https://www.google.com/maps/dir/?api=1&destination=2925%20W%20Irving%20Park%20Rd%2C%20Chicago%2C%20IL%2060618%2C%20USA,structured-data,high,,mimas-taste-of-cuba,mimas-taste-of-cuba.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/mimas-taste-of-cuba.jpg,mimas-taste-of-cuba.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/mimas-taste-of-cuba.mp4,success
The Canteen Restaurant,7.6,Phil ate the Diablo Brisket Sandy.,2023-12-22,214 S Hough St,Barrington,IL,42.1527004,-88.1362494,https://www.instagram.com/reel/C1J_y6rrmZN/,https://www.google.com/maps/dir/?api=1&destination=214%20S%20Hough%20St%2C%20Barrington%2C%20IL%2060010%2C%20USA,structured-data,high,,the-canteen-restaurant,the-canteen-restaurant.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-canteen-restaurant.jpg,the-canteen-restaurant.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-canteen-restaurant.mp4,success
Nottoli Italian Foods,8.2,Phil ate the Eggplant Parmesan Sandy.,2023-12-25,5025 N Harlem Ave,Chicago,IL,41.9726694,-87.8067598,https://www.instagram.com/reel/C1RvW1jOcme/,https://www.google.com/maps/dir/?api=1&destination=5025%20N%20Harlem%20Ave%2C%20Chicago%2C%20IL%2060656%2C%20USA,structured-data,high,,nottoli-italian-foods,nottoli-italian-foods.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/nottoli-italian-foods.jpg,nottoli-italian-foods.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/nottoli-italian-foods.mp4,success
The Philly Special,8.3,Phil ate the Philly Cheesesteak sandy.,2023-12-27,1408 Butterfield Rd,Mundelein,IL,42.2425098,-87.9784395,https://www.instagram.com/reel/C1W50nDrW5i/,https://www.google.com/maps/dir/?api=1&destination=1408%20Butterfield%20Rd%2C%20Mundelein%2C%20IL%2060060%2C%20USA,structured-data,high,,the-philly-special,the-philly-special.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-philly-special.jpg,the-philly-special.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-philly-special.mp4,success
Fatt Mustard,7.8,Phil ate the Charlie Sheen Burger.,2024-01-01,586 E Devon Ave,Elk Grove Village,IL,41.9934916,-87.9800114,https://www.instagram.com/reel/C1jvxjNO-wv/,https://www.google.com/maps/dir/?api=1&destination=586%20E%20Devon%20Ave%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,fatt-mustard,fatt-mustard.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/fatt-mustard.jpg,fatt-mustard.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/fatt-mustard.mp4,success
Hello Shawarma,9,Phil ate the Bashka (middle eastern cheesteak sandy),2024-01-03,10272 S Harlem Ave,Bridgeview,IL,41.7055337,-87.7987342,https://www.instagram.com/reel/C1o5R_wLjYh/,https://www.google.com/maps/dir/?api=1&destination=10272%20S%20Harlem%20Ave%2C%20Bridgeview%2C%20IL%2060455%2C%20USA,structured-data,high,,hello-shawarma,hello-shawarma.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/hello-shawarma.jpg,hello-shawarma.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/hello-shawarma.mp4,success
Hot Pockets Bar,7.7,Phil ate the Buffalo Wings.,2024-01-05,365 W Northwest Hwy,Palatine,IL,42.1228314,-88.0534601,https://www.instagram.com/reel/C1uC5rlraEl/,https://www.google.com/maps/dir/?api=1&destination=365%20W%20Northwest%20Hwy%2C%20Palatine%2C%20IL%2060067%2C%20USA,structured-data,high,,hot-pockets-bar,hot-pockets-bar.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/hot-pockets-bar.jpg,hot-pockets-bar.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/hot-pockets-bar.mp4,success
Elena's Deli,8.7,Phil ate the Bourdain Sub.,2024-01-08,800 Lake St #106,Roselle,IL,41.9656388,-88.1032038,https://www.instagram.com/reel/C11xUvULJ87/,https://www.google.com/maps/dir/?api=1&destination=800%20Lake%20St%20%23106%2C%20Roselle%2C%20IL%2060172%2C%20USA,structured-data,high,,elenas-deli,elenas-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/elenas-deli.jpg,elenas-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/elenas-deli.mp4,success
Hagen's Fish Market,7.8,Phil ate the Classic Fish Sandy.,2024-01-10,5635 W Montrose Ave,Chicago,IL,41.9602407,-87.76862969999999,https://www.instagram.com/reel/C1662wbLkYA/,https://www.google.com/maps/dir/?api=1&destination=5635%20W%20Montrose%20Ave%2C%20Chicago%2C%20IL%2060634%2C%20USA,structured-data,high,,hagens-fish-market,hagens-fish-market.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/hagens-fish-market.jpg,hagens-fish-market.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/hagens-fish-market.mp4,success
Spiro's Deli,7.9,Phil ate the Bomber Sandwich.,2024-01-12,1210 Waukegan Rd,Glenview,IL,42.0765526,-87.79918610000001,https://www.instagram.com/reel/C2AElbqLOoK/,https://www.google.com/maps/dir/?api=1&destination=1210%20Waukegan%20Rd%2C%20Glenview%2C%20IL%2060025%2C%20USA,structured-data,high,,spiros-deli,spiros-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/spiros-deli.jpg,spiros-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/spiros-deli.mp4,success
Chicago Style Taco Shop,8.2,Phil ate the Tacos Dorados.,2024-01-15,1238 S Highland Ave,Lombard,IL,41.8592219,-88.0128222,https://www.instagram.com/reel/C2Hy7gqLoVh/,https://www.google.com/maps/dir/?api=1&destination=1238%20S%20Highland%20Ave%2C%20Lombard%2C%20IL%2060148%2C%20USA,structured-data,high,,chicago-style-taco-shop,chicago-style-taco-shop.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/chicago-style-taco-shop.jpg,chicago-style-taco-shop.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/chicago-style-taco-shop.mp4,success
Zenwich,8.4,Phil ate the Spicy Garlic Shrimp Sandy.,2024-01-17,416 N York St b,Elmhurst,IL,41.9105832,-87.94048839999999,https://www.instagram.com/reel/C2M8iDAr_Ze/,https://www.google.com/maps/dir/?api=1&destination=416%20N%20York%20St%20b%2C%20Elmhurst%2C%20IL%2060126%2C%20USA,structured-data,high,,zenwich,zenwich.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/zenwich.jpg,zenwich.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/zenwich.mp4,success
The Slice Shop,8.1,Phil ate the Vodka Pizza Grandma Style.,2024-01-19,928 W Belmont Ave,Chicago,IL,41.9400531,-87.6525764,https://www.instagram.com/reel/C2SGJlxLv5V/,https://www.google.com/maps/dir/?api=1&destination=928%20W%20Belmont%20Ave%2C%20Chicago%2C%20IL%2060657%2C%20USA,structured-data,high,,the-slice-shop,the-slice-shop.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-slice-shop.jpg,the-slice-shop.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-slice-shop.mp4,success
Algonquin Sandwich Shop,7.7,Phil ate the Al Capone Sub.,2024-01-22,105 Filip St,Algonquin,IL,42.1585233,-88.29670469999999,https://www.instagram.com/reel/C2Z0bnyrNLp/,https://www.google.com/maps/dir/?api=1&destination=105%20Filip%20St%2C%20Algonquin%2C%20IL%2060102%2C%20USA,structured-data,high,,algonquin-sandwich-shop,algonquin-sandwich-shop.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/algonquin-sandwich-shop.jpg,algonquin-sandwich-shop.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/algonquin-sandwich-shop.mp4,success
Tata's Pierogi,8,Phil ate the Polish Plate.,2024-01-24,570 E Devon Ave,Elk Grove Village,IL,41.9930137,-87.980547,https://www.instagram.com/reel/C2e-AjjLsPh/,https://www.google.com/maps/dir/?api=1&destination=570%20E%20Devon%20Ave%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,tatas-pierogi,tatas-pierogi.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/tatas-pierogi.jpg,tatas-pierogi.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/tatas-pierogi.mp4,success
