name,score,subtitle,reviewUploadedAt,address,city,state,lat,lng,reviewUrl,directionsUrl,sourceType,confidence,notes,slug,thumbnailFilename,thumbnailPath,videoFilename,videoPath,status
Peppo's Subs,8.2,Windy City Cheesesteak w/ Guts,2024-09-25,10303 S Roberts Rd,Palos Hills,IL,41.7036943,-87.8165547,https://www.instagram.com/reel/DAVt-oWP_Ws/,https://www.google.com/maps/dir/?api=1&destination=10303%20S%20Roberts%20Rd%2C%20Palos%20Hills%2C%20IL%2060465%2C%20USA,structured-data,high,,peppos-subs,peppos-subs.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/peppos-subs.jpg,peppos-subs.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/peppos-subs.mp4,success
Naansense,8.5,Lamb Naan Wrap,2024-09-27,1715 W 22nd St,Oak Brook,IL,41.8460668,-87.960358,https://www.instagram.com/reel/DAa3o7JPESL/,https://www.google.com/maps/dir/?api=1&destination=1715%20W%2022nd%20St%2C%20Oak%20Brook%2C%20IL%2060523%2C%20USA,structured-data,high,,naansense,naansense.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/naansense.jpg,naansense.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/naansense.mp4,success
More Than Pasta,8,Vodka Beef Sausage Pasta,2024-09-30,"Parking lot, 105 S NW Hwy",Park Ridge,IL,42.010167,-87.8274782,https://www.instagram.com/reel/DAimV1evpYW/,https://www.google.com/maps/dir/?api=1&destination=Parking%20lot%2C%20105%20S%20NW%20Hwy%2C%20Park%20Ridge%2C%20IL%2060068%2C%20USA,structured-data,high,,more-than-pasta,more-than-pasta.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/more-than-pasta.jpg,more-than-pasta.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/more-than-pasta.mp4,success
Tribecca's Sandwiches,8.8,Cubano Sandwich,2024-10-02,2949 W Belmont Ave,Chicago,IL,41.9392141,-87.70221289999999,https://www.instagram.com/reel/DAnvb65vpJD/,https://www.google.com/maps/dir/?api=1&destination=2949%20W%20Belmont%20Ave%2C%20Chicago%2C%20IL%2060618%2C%20USA,structured-data,high,,tribeccas-sandwiches,tribeccas-sandwiches.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/tribeccas-sandwiches.jpg,tribeccas-sandwiches.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/tribeccas-sandwiches.mp4,success
K-Coop,8.1,Korean Fried Chicken,2024-10-04,5900 Dempster St,Morton Grove,IL,42.0411338,-87.774135,https://www.instagram.com/reel/DAs5MBKvpbO/,https://www.google.com/maps/dir/?api=1&destination=5900%20Dempster%20St%2C%20Morton%20Grove%2C%20IL%2060053%2C%20USA,structured-data,high,,k-coop,k-coop.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/k-coop.jpg,k-coop.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/k-coop.mp4,success
Rubino Italian Imports,7.8,Meatball Sub,2024-10-07,16635 Oak Park Ave,Tinley Park,IL,41.58915229999999,-87.78404069999999,https://www.instagram.com/reel/DA0njbCvUSY/,https://www.google.com/maps/dir/?api=1&destination=16635%20Oak%20Park%20Ave%2C%20Tinley%20Park%2C%20IL%2060477%2C%20USA,structured-data,high,,rubino-italian-imports,rubino-italian-imports.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/rubino-italian-imports.jpg,rubino-italian-imports.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/rubino-italian-imports.mp4,success
Surf's Up,8.2,The Bomb Sandwich,2024-10-09,220 Randhurst Village Dr,Mt Prospect,IL,42.0858262,-87.93196739999999,https://www.instagram.com/reel/DA5w_FAvhCx/,https://www.google.com/maps/dir/?api=1&destination=220%20Randhurst%20Village%20Dr%2C%20Mt%20Prospect%2C%20IL%2060056%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,surfs-up,surfs-up.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/surfs-up.jpg,surfs-up.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/surfs-up.mp4,success
Spice Fire & Grill,8.4,Beef/Lamb Kebob,2024-10-11,7925 Golf Rd,Morton Grove,IL,42.054025,-87.8233545,https://www.instagram.com/reel/DA-6nYsPo4p/,https://www.google.com/maps/dir/?api=1&destination=7925%20Golf%20Rd%2C%20Morton%20Grove%2C%20IL%2060053%2C%20USA,structured-data,high,,spice-fire-and-grill,spice-fire-and-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/spice-fire-and-grill.jpg,spice-fire-and-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/spice-fire-and-grill.mp4,success
Novi's Beef,8.9,Italian Beef,2024-10-14,6746 Ogden Ave,Berwyn,IL,41.827143,-87.79216269999999,https://www.instagram.com/reel/DBGpITSv3R3/,https://www.google.com/maps/dir/?api=1&destination=6746%20Ogden%20Ave%2C%20Berwyn%2C%20IL%2060402%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,novis-beef,novis-beef.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/novis-beef.jpg,novis-beef.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/novis-beef.mp4,success
El Taurino,8,Quesabirria,2024-10-16,4 Golf Center,Hoffman Estates,IL,42.0488132,-88.0829389,https://www.instagram.com/reel/DBL19XGvt-E/,https://www.google.com/maps/dir/?api=1&destination=4%20Golf%20Center%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,,el-taurino,el-taurino.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/el-taurino.jpg,el-taurino.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/el-taurino.mp4,success
Soulwich,8.3,Indonesian Ginger BBQ Sandwich,2024-10-18,1634 Orrington Ave,Evanston,IL,42.0478712,-87.6811847,https://www.instagram.com/reel/DBQ8NkTvaup/,https://www.google.com/maps/dir/?api=1&destination=1634%20Orrington%20Ave%2C%20Evanston%2C%20IL%2060201%2C%20USA,structured-data,high,,soulwich,soulwich.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/soulwich.jpg,soulwich.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/soulwich.mp4,success
Sassy Biscuits,7.9,Sausage Egg & Cheese Biscuit,2024-10-21,112 N Main St,Wheaton,IL,41.8653558,-88.10687759999999,https://www.instagram.com/reel/DBYrEQ0R5By/,https://www.google.com/maps/dir/?api=1&destination=112%20N%20Main%20St%2C%20Wheaton%2C%20IL%2060187%2C%20USA,structured-data,high,,sassy-biscuits,sassy-biscuits.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/sassy-biscuits.jpg,sassy-biscuits.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/sassy-biscuits.mp4,success
Buns of Fire,8.3,The Hot Chick,2024-10-23,466 W Half Day Rd,Buffalo Grove,IL,42.1972581,-87.9688436,https://www.instagram.com/reel/DBd02buPtmQ/,https://www.google.com/maps/dir/?api=1&destination=466%20W%20Half%20Day%20Rd%2C%20Buffalo%20Grove%2C%20IL%2060089%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,buns-of-fire,buns-of-fire.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/buns-of-fire.jpg,buns-of-fire.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/buns-of-fire.mp4,success
Franco's Cucina,8.2,Italian on Focaccia Bread,2024-10-25,1550 Bourbon Pkwy,Streamwood,IL,42.0206482,-88.1459381,https://www.instagram.com/reel/DBi_hHkPnOk/,https://www.google.com/maps/dir/?api=1&destination=1550%20Bourbon%20Pkwy%2C%20Streamwood%2C%20IL%2060107%2C%20USA,structured-data,high,,francos-cucina,francos-cucina.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/francos-cucina.jpg,francos-cucina.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/francos-cucina.mp4,success
Don's Dock,7.7,Shrimp Po Boy,2024-10-28,1220 E Northwest Hwy,Des Plaines,IL,42.0442738,-87.8932907,https://www.instagram.com/reels/DBqsi9RPBbb/,https://www.google.com/maps/dir/?api=1&destination=1220%20E%20Northwest%20Hwy%2C%20Des%20Plaines%2C%20IL%2060016%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML. Present on the current site map but not in the provided known list.,dons-dock,dons-dock.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/dons-dock.jpg,dons-dock.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/dons-dock.mp4,success
Starship Subs,8.4,Crazy Club Sandwhich,2024-10-30,7618 Madison St,Forest Park,IL,41.8792082,-87.8147889,https://www.instagram.com/reels/DBv2IIJRxV0/,https://www.google.com/maps/dir/?api=1&destination=7618%20Madison%20St%2C%20Forest%20Park%2C%20IL%2060130%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,starship-subs,starship-subs.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/starship-subs.jpg,starship-subs.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/starship-subs.mp4,success
601 Bar and Grill,7.8,Detriot Style Pizza with Sausage,2024-11-01,601 Army Trail Blvd,Addison,IL,41.9304634,-88.0039424,https://www.instagram.com/reels/DB1AmIUv0f2/,https://www.google.com/maps/dir/?api=1&destination=601%20Army%20Trail%20Blvd%2C%20Addison%2C%20IL%2060101%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,601-bar-and-grill,601-bar-and-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/601-bar-and-grill.jpg,601-bar-and-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/601-bar-and-grill.mp4,success
Hong Ning,8.4,Pork Adobo,2024-11-04,"East, 598 North Ave",Carol Stream,IL,41.90126739999999,-88.1012928,https://www.instagram.com/reels/DB801jAuO-W/,https://www.google.com/maps/dir/?api=1&destination=East%2C%20598%20North%20Ave%2C%20Carol%20Stream%2C%20IL%2060188%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,hong-ning,hong-ning.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/hong-ning.jpg,hong-ning.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/hong-ning.mp4,success
Mother's Ruin,8.3,French Onion Grilled Cheese,2024-11-06,2943 N Milwaukee Ave,Chicago,IL,41.934953,-87.7165211,https://www.instagram.com/reel/DCB-HUUu0T_/,https://www.google.com/maps/dir/?api=1&destination=2943%20N%20Milwaukee%20Ave%2C%20Chicago%2C%20IL%2060618%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,mothers-ruin,mothers-ruin.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/mothers-ruin.jpg,mothers-ruin.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/mothers-ruin.mp4,success
Jerky Jerk,7.9,Jerk Chicken Sandwhich,2024-11-08,3991 Algonquin Rd,Rolling Meadows,IL,42.062336,-88.0301022,https://www.instagram.com/reel/DCHHzblOjEs/,https://www.google.com/maps/dir/?api=1&destination=3991%20Algonquin%20Rd%2C%20Rolling%20Meadows%2C%20IL%2060008%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,jerky-jerk,jerky-jerk.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/jerky-jerk.jpg,jerky-jerk.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/jerky-jerk.mp4,success
Burt's Deli,8.5,The Yummy Sandwhich,2024-11-11,114 Greentree Ctr,Libertyville,IL,42.2640473,-87.9507886,https://www.instagram.com/reel/DCO2BTcOQZu/,https://www.google.com/maps/dir/?api=1&destination=114%20Greentree%20Ctr%2C%20Libertyville%2C%20IL%2060048%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML. Present on the current site map but not in the provided known list.,burts-deli,burts-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/burts-deli.jpg,burts-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/burts-deli.mp4,success
Neighborhood Inn,7.5,Wings with Hood Sauce,2024-11-13,2322 Hassell Rd,Hoffman Estates,IL,42.06250439999999,-88.1352772,https://www.instagram.com/reel/DCT_pXqRUg8/,https://www.google.com/maps/dir/?api=1&destination=2322%20Hassell%20Rd%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,neighborhood-inn,neighborhood-inn.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/neighborhood-inn.jpg,neighborhood-inn.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/neighborhood-inn.mp4,success
Lotus Banh Mi,9,Sunny Side Up Banh Mi Sandwhich,2024-11-15,3041 Butterfield Rd #111,Oak Brook,IL,41.8402321,-87.9938734,https://www.instagram.com/reel/DCZJPZgx8_I/,https://www.google.com/maps/dir/?api=1&destination=3041%20Butterfield%20Rd%20%23111%2C%20Oak%20Brook%2C%20IL%2060523%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,lotus-banh-mi,lotus-banh-mi.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/lotus-banh-mi.jpg,lotus-banh-mi.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/lotus-banh-mi.mp4,success
Daniel's Charcuterie,8.4,New Orleans Style Muffaletta,2024-11-18,15 S Fairview Ave,Park Ridge,IL,42.0096688,-87.83238349999999,https://www.instagram.com/reel/DCg3v_NxtQ-/,https://www.google.com/maps/dir/?api=1&destination=15%20S%20Fairview%20Ave%2C%20Park%20Ridge%2C%20IL%2060068%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,daniels-charcuterie,daniels-charcuterie.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/daniels-charcuterie.jpg,daniels-charcuterie.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/daniels-charcuterie.mp4,success
SD Pizzaria,7.5,Shawarma Pizza,2024-11-20,9111 N Milwaukee Ave,Niles,IL,42.0464305,-87.8309903,https://www.instagram.com/super_goode/reel/DCmDzDuxqRI/,https://www.google.com/maps/dir/?api=1&destination=9111%20N%20Milwaukee%20Ave%2C%20Niles%2C%20IL%2060714%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,sd-pizzaria,sd-pizzaria.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/sd-pizzaria.jpg,sd-pizzaria.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/sd-pizzaria.mp4,success
Arctic Wolf Ale House,9.1,Bacon Smash Burger,2024-11-22,1959 Huntley Rd,Dundee Township,IL,42.1075025,-88.3053996,https://www.instagram.com/reel/DCrLbJ8xH9z/,https://www.google.com/maps/dir/?api=1&destination=1959%20Huntley%20Rd%2C%20Dundee%20Township%2C%20IL%2060118%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,arctic-wolf-ale-house,arctic-wolf-ale-house.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/arctic-wolf-ale-house.jpg,arctic-wolf-ale-house.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/arctic-wolf-ale-house.mp4,success
Fitchy's Home of the Hoagy,8.3,Sweet Steak Sandwhich,2024-11-25,4285 167th St,Country Club Hills,IL,41.5839714,-87.7188394,https://www.instagram.com/reel/DCy5K_TxR75/,https://www.google.com/maps/dir/?api=1&destination=4285%20167th%20St%2C%20Country%20Club%20Hills%2C%20IL%2060478%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML. Present on the current site map but not in the provided known list.,fitchys-home-of-the-hoagy,fitchys-home-of-the-hoagy.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/fitchys-home-of-the-hoagy.jpg,fitchys-home-of-the-hoagy.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/fitchys-home-of-the-hoagy.mp4,success
Blue Box Café,8.5,Turkey Reuben,2024-11-27,176 E Chicago St,Elgin,IL,42.0374292,-88.2828073,https://www.instagram.com/reel/DC4HixzxXZJ/,https://www.google.com/maps/dir/?api=1&destination=176%20E%20Chicago%20St%2C%20Elgin%2C%20IL%2060120%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,blue-box-cafe,blue-box-cafe.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/blue-box-cafe.jpg,blue-box-cafe.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/blue-box-cafe.mp4,success
Taco Verde,9.2,Quesabirria Pizza,2024-11-29,909 Greenwood Rd A,Glenview,IL,42.0721517,-87.83919120000002,https://www.instagram.com/reel/DC9MNC6x_5x/,https://www.google.com/maps/dir/?api=1&destination=909%20Greenwood%20Rd%20A%2C%20Glenview%2C%20IL%2060025%2C%20USA,structured-data,high,Review URL was missing from both the structured payload and popup HTML.,taco-verde,taco-verde.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/taco-verde.jpg,taco-verde.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/taco-verde.mp4,success
Daruma Restaurant,9,Chicken Katsu Curry,,1823 W Golf Rd,Schaumburg,IL,42.0472537,-88.1245701,https://www.instagram.com/reel/DWYxdCGk4X4/?utm_source=chatgpt.com,https://www.google.com/maps/dir/?api=1&destination=1823%20W%20Golf%20Rd%2C%20Schaumburg%2C%20IL%2C%20USA,sheet,medium,,,,,,,
